date,category,amount,notes,transaction_type,payment_mode,clean_notes
10/01/2022,health,17108.0,Gym membership,Income,UPI,gym membership
2022-04-26,food,2599.0,Lunch,Expense,Card,lunch
2024-02-05,food,2535.0,ATM withdrawal,Expense,Cash,atm withdrawal
11-08-2024,utility,4069.0,Electricity bill,Expense,UPI,electricity bill
22-11-21,utility,4643.0,Internet bill,Expense,UPI,internet bill
09/23/2021,food,9249.0,Shopping,Expense,Cash,shopping
01/16/2021,rent,6786.0,Monthly rent payment,Expense,Bank Transfer,monthly rent payment
2023-01-08,food,12377.0,Fixed deposit,Income,UPI,fixed deposit
19-09-22,utility,38137.0,Electricity bill,Expense,Bank Transfer,electricity bill
04/27/2021,food,6963.0,Books,Expense,Cash,books
2021-03-09,food,70223.0,Coffee,Income,UPI,coffee
2023-01-14,food,26643.0,ATM withdrawal,Expense,Card,atm withdrawal
09/29/2021,education,5071.0,Online course,Expense,UPI,online course
20-05-21,food,3172.0,Fixed deposit,Expense,UPI,fixed deposit
2024-01-27,food,453.0,Grocery shopping,Expense,Card,grocery shopping
2023-01-19,food,64553.0,Shopping,Income,UPI,shopping
2024-03-14,travel,3552.0,Train ticket,Expense,Cash,train ticket
01-10-2024,entertainment,3338.0,Movie tickets,Expense,UPI,movie tickets
08/30/2023,food,4107.0,Coffee,Expense,UPI,coffee
09/13/2021,food,9414.0,Lunch,Expense,UPI,lunch
05/13/2022,food,1763.0,Shopping,Expense,Cash,shopping
01/04/2022,food,69750.0,Fixed deposit,Income,UPI,fixed deposit
13-11-23,food,5282.0,ATM withdrawal,Expense,Bank Transfer,atm withdrawal
11/29/2024,health,3199.0,Gym membership,Expense,UPI,gym membership
30-12-2022,food,1021.0,Shopping,Expense,Card,shopping
28-01-2021,entertainment,6064.0,Movie tickets,Expense,Bank Transfer,movie tickets
14-12-2023,rent,1897.0,Monthly rent payment,Expense,Bank Transfer,monthly rent payment
09/04/2021,rent,12555.0,Monthly rent payment,Income,Bank Transfer,monthly rent payment
2022-04-18,entertainment,59348.0,Movie tickets,Income,Bank Transfer,movie tickets
30-11-24,food,7800.0,EMI payment,Expense,Cash,emi payment
2021-06-18,food,8620.0,Coffee,Expense,unknown,coffee
12/30/2023,food,7841.0,Coffee,Expense,Card,coffee
11/23/2021,food,377.0,Coffee,Expense,Cash,coffee
2021-07-22,entertainment,6857.0,Movie tickets,Expense,UPI,movie tickets
09/04/2022,education,69187.0,Online course,Income,UPI,online course
01-12-24,food,3969.0,Lunch,Expense,Cash,lunch
2023-03-01,food,3262.0,Shopping,Expense,Bank Transfer,shopping
06/11/2022,travel,11395.0,Train ticket,Expense,Card,train ticket
01/13/2023,health,955.0,Medicine,Expense,Cash,medicine
29-05-2022,travel,71096.0,Petrol,Income,Card,petrol
2022-07-03,health,2971.0,Doctor consultation,Expense,UPI,doctor consultation
2024-05-15,food,5280.0,Fixed deposit,Expense,UPI,fixed deposit
05/05/2021,food,3999.0,Fixed deposit,Expense,Bank Transfer,fixed deposit
02/14/2021,food,76935.0,Lunch,Income,Cash,lunch
2021-07-21,food,8026.0,Lunch,Expense,Bank Transfer,lunch
11/05/2023,food,9669.0,Coffee,Expense,Bank Transfer,coffee
11/12/2022,food,982.0,Books,Expense,Card,books
01/22/2021,food,3860.0,Grocery shopping,Expense,UPI,grocery shopping
05/01/2022,health,15359.0,Gym membership,Expense,UPI,gym membership
2024-12-23,travel,5337.0,Train ticket,Expense,UPI,train ticket
08/07/2024,food,2072.0,Shopping,Expense,Cash,shopping
28-05-22,utility,6817.0,Internet bill,Expense,Cash,internet bill
2023-05-21,health,9028.0,Gym membership,Expense,Card,gym membership
28-06-23,utility,42628.0,Internet bill,Expense,UPI,internet bill
19-02-24,travel,40333.0,Petrol,Expense,Card,petrol
2023-07-24,utility,4795.0,Electricity bill,Expense,Cash,electricity bill
2021-08-28,food,9178.0,Restaurant dinner,Expense,unknown,restaurant dinner
10/08/2021,travel,2678.0,Petrol,Expense,Bank Transfer,petrol
2022-04-18,entertainment,59348.0,Movie tickets,Income,Bank Transfer,movie tickets
2021-08-18,travel,17142.0,Train ticket,Income,Bank Transfer,train ticket
01/30/2022,food,5490.0,Grocery shopping,Expense,Bank Transfer,grocery shopping
07-03-21,travel,7306.0,Train ticket,Expense,Cash,train ticket
04/16/2021,health,29916.0,Medicine,Expense,unknown,medicine
2021-08-15,health,3482.0,Medicine,Expense,Bank Transfer,medicine
10-06-22,health,3654.0,Gym membership,Expense,Card,gym membership
2023-01-10,travel,11386.0,Uber ride,Income,Bank Transfer,uber ride
2024-10-05,food,8167.0,Fixed deposit,Expense,Card,fixed deposit
2023-04-09,food,333.0,Books,Expense,Card,books
29-08-2023,food,8019.0,Lunch,Expense,Card,lunch
14-04-2024,food,2953.0,Coffee,Expense,Card,coffee
03/27/2021,travel,9470.0,Uber ride,Expense,Cash,uber ride
09-06-22,travel,1358.0,Uber ride,Expense,Bank Transfer,uber ride
01/05/2023,travel,76554.0,Petrol,Income,Cash,petrol
2022-11-25,food,46512.0,Grocery shopping,Income,Card,grocery shopping
2023-05-10,food,5071.0,Coffee,Expense,UPI,coffee
10/15/2021,utility,9780.0,Internet bill,Expense,UPI,internet bill
01/24/2022,food,3896.0,Grocery shopping,Expense,Bank Transfer,grocery shopping
2022-07-05,health,24730.0,Gym membership,Expense,UPI,gym membership
25-05-22,food,35072.0,EMI payment,Income,Card,emi payment
2024-10-19,food,8452.0,Fixed deposit,Expense,UPI,fixed deposit
04/07/2024,travel,40883.0,Petrol,Income,Bank Transfer,petrol
2023-12-29,health,46285.0,Doctor consultation,Income,Bank Transfer,doctor consultation
05/15/2021,food,37286.0,Grocery shopping,Expense,unknown,grocery shopping
30-04-21,health,-500.0,Medicine,Expense,Card,medicine
2021-07-30,health,8981.0,Medicine,Expense,Card,medicine
2021-06-28,food,3915.0,Grocery shopping,Expense,Bank Transfer,grocery shopping
05/20/2024,food,1921.0,Grocery shopping,Expense,Card,grocery shopping
08/24/2022,education,3865.0,Online course,Expense,Card,online course
2024-10-31,food,1544.0,Books,Expense,UPI,books
14-10-2024,health,25258.0,Gym membership,Income,Bank Transfer,gym membership
2023-09-16,food,9577.0,Grocery shopping,Expense,Cash,grocery shopping
02-04-2023,utility,7554.0,Electricity bill,Expense,Bank Transfer,electricity bill
2024-12-24,education,1476.0,Online course,Expense,Bank Transfer,online course
02/15/2022,food,4873.0,Grocery shopping,Expense,Cash,grocery shopping
03-09-24,food,6133.0,Shopping,Expense,UPI,shopping
10/13/2024,health,6081.0,Doctor consultation,Expense,Card,doctor consultation
2024-06-25,health,4538.0,Doctor consultation,Expense,Cash,doctor consultation
06/08/2022,utility,7523.0,Electricity bill,Expense,Bank Transfer,electricity bill
2022-12-14,travel,873.0,Train ticket,Expense,Bank Transfer,train ticket
01/06/2022,utility,73885.0,Electricity bill,Income,Card,electricity bill
2021-05-24,utility,10926.0,Electricity bill,Income,UPI,electricity bill
03/01/2021,health,6259.0,Doctor consultation,Expense,Cash,doctor consultation
14-02-22,food,8887.0,Coffee,Expense,Bank Transfer,coffee
13-07-24,entertainment,56796.0,Movie tickets,Income,Bank Transfer,movie tickets
08-10-21,travel,1641.0,Train ticket,Expense,Bank Transfer,train ticket
08-06-24,utility,8899.0,Electricity bill,Expense,UPI,electricity bill
2022-09-13,utility,1152.0,Internet bill,Expense,Card,internet bill
06-11-22,food,7027.0,Restaurant dinner,Expense,Cash,restaurant dinner
31-07-2023,utility,8542.0,Internet bill,Expense,Cash,internet bill
02-04-21,entertainment,3896.0,Movie tickets,Expense,Card,movie tickets
2022-01-22,food,7839.0,Books,Expense,Card,books
07/27/2024,food,58313.0,ATM withdrawal,Income,Bank Transfer,atm withdrawal
07/02/2021,food,6928.0,EMI payment,Expense,UPI,emi payment
2022-02-02,travel,9089.0,Petrol,Expense,Card,petrol
03/18/2023,utility,1695.0,Electricity bill,Expense,Bank Transfer,electricity bill
11/23/2024,rent,54685.0,Monthly rent payment,Income,UPI,monthly rent payment
2023-10-08,travel,1620.0,Train ticket,Expense,Bank Transfer,train ticket
09/21/2022,food,34947.0,Grocery shopping,Income,Bank Transfer,grocery shopping
19-01-22,food,58526.0,EMI payment,Income,Card,emi payment
2021-11-11,food,4318.0,Restaurant dinner,Expense,Cash,restaurant dinner
2021-07-04,food,8501.0,Restaurant dinner,Expense,Bank Transfer,restaurant dinner
09/15/2023,food,6192.0,EMI payment,Expense,Cash,emi payment
2024-02-23,food,9313.0,ATM withdrawal,Expense,Cash,atm withdrawal
09/18/2023,food,3178.0,Lunch,Expense,Cash,lunch
05/22/2024,travel,1596.0,Petrol,Expense,Cash,petrol
2022-09-04,food,8799.0,Fixed deposit,Expense,UPI,fixed deposit
11/05/2021,health,3713.0,Doctor consultation,Expense,Card,doctor consultation
2024-08-25,education,3689.0,Online course,Expense,Cash,online course
05/04/2023,food,6443.0,Grocery shopping,Expense,Card,grocery shopping
2022-12-19,food,20419.0,Lunch,Income,Cash,lunch
2021-04-13,food,50731.0,ATM withdrawal,Income,UPI,atm withdrawal
10/26/2024,food,907.0,EMI payment,Expense,Cash,emi payment
2022-08-16,food,4044.0,Books,Expense,Bank Transfer,books
15-08-2023,travel,3092.0,Train ticket,Expense,Cash,train ticket
29-03-24,food,6247.0,ATM withdrawal,Expense,Bank Transfer,atm withdrawal
06/25/2021,education,1327.0,Online course,Expense,Cash,online course
08-04-2024,rent,1793.0,Monthly rent payment,Expense,Cash,monthly rent payment
2023-03-09,travel,9361.0,Train ticket,Expense,UPI,train ticket
24-04-21,rent,25503.0,Monthly rent payment,Income,Cash,monthly rent payment
09/02/2021,health,9488.0,Doctor consultation,Expense,Cash,doctor consultation
2023-08-04,education,1335.0,Online course,Expense,UPI,online course
26-06-23,food,1175.0,Fixed deposit,Expense,Bank Transfer,fixed deposit
11/06/2021,food,4280.0,Grocery shopping,Expense,Bank Transfer,grocery shopping
2024-09-11,food,1967.0,Grocery shopping,Expense,UPI,grocery shopping
08-07-21,education,11268.0,Online course,Expense,UPI,online course
09/28/2024,travel,50409.0,Uber ride,Income,Bank Transfer,uber ride
18-04-21,health,9518.0,Doctor consultation,Expense,UPI,doctor consultation
2023-06-25,food,1640.0,Lunch,Expense,UPI,lunch
06/20/2023,education,1163.0,Online course,Expense,Bank Transfer,online course
2022-09-26,travel,5984.0,Petrol,Expense,Card,petrol
14-03-2024,utility,8743.0,Internet bill,Expense,unknown,internet bill
2021-07-28,food,20350.0,Grocery shopping,Income,Bank Transfer,grocery shopping
2023-09-03,education,28444.0,Online course,Income,UPI,online course
25-08-22,health,68186.0,Gym membership,Income,Card,gym membership
05/29/2021,utility,6648.0,Internet bill,Expense,Bank Transfer,internet bill
12-12-2022,education,4999.0,Online course,Expense,Bank Transfer,online course
2021-08-26,travel,5311.0,Train ticket,Expense,Bank Transfer,train ticket
2022-03-12,food,7892.0,Shopping,Expense,Bank Transfer,shopping
2021-07-16,health,6241.0,Medicine,Expense,UPI,medicine
02/18/2021,entertainment,4813.0,Movie tickets,Expense,Card,movie tickets
2021-10-24,utility,8562.0,Internet bill,Expense,unknown,internet bill
2021-08-24,food,17069.0,Books,Income,Card,books
01/16/2022,rent,277040.0,Monthly rent payment,Income,Cash,monthly rent payment
17-01-21,food,7225.0,Coffee,Expense,Cash,coffee
2023-07-12,rent,882.0,Monthly rent payment,Expense,UPI,monthly rent payment
2021-06-19,food,507.0,ATM withdrawal,Expense,Bank Transfer,atm withdrawal
21-08-2022,utility,4023.0,Electricity bill,Expense,UPI,electricity bill
2024-07-25,food,1130.0,Fixed deposit,Expense,Card,fixed deposit
05/12/2021,travel,228.0,Petrol,Expense,Card,petrol
11-12-23,food,4746.0,Shopping,Expense,Card,shopping
2021-02-25,food,6664.0,Fixed deposit,Expense,unknown,fixed deposit
09/23/2022,food,3790.0,EMI payment,Expense,Bank Transfer,emi payment
09/10/2021,travel,9267.0,Train ticket,Expense,unknown,train ticket
2023-12-02,education,6696.0,Online course,Expense,Bank Transfer,online course
01/18/2022,food,2743.0,Shopping,Expense,Card,shopping
2024-06-12,rent,798.0,Monthly rent payment,Expense,Cash,monthly rent payment
2021-12-09,health,56061.0,Doctor consultation,Income,UPI,doctor consultation
23-02-21,food,663.0,Grocery shopping,Expense,UPI,grocery shopping
01/08/2021,utility,18087.0,Electricity bill,Income,Cash,electricity bill
03/13/2021,food,1042.0,Coffee,Expense,Cash,coffee
07/01/2023,food,9244.0,EMI payment,Expense,Bank Transfer,emi payment
31-03-21,health,4266.0,Gym membership,Expense,UPI,gym membership
10/10/2023,food,9658.0,Shopping,Expense,Bank Transfer,shopping
06/15/2022,entertainment,4193.0,Movie tickets,Expense,Cash,movie tickets
08-10-2022,food,2270.0,Restaurant dinner,Expense,Cash,restaurant dinner
2024-05-26,utility,21687.0,Electricity bill,Income,Bank Transfer,electricity bill
10-12-21,food,8693.0,Restaurant dinner,Expense,Bank Transfer,restaurant dinner
01-04-22,rent,4213.0,Monthly rent payment,Expense,Cash,monthly rent payment
01/19/2022,entertainment,4674.0,Movie tickets,Expense,UPI,movie tickets
2023-11-13,rent,6552.0,Monthly rent payment,Expense,Bank Transfer,monthly rent payment
2022-01-24,food,3200.0,Coffee,Expense,Card,coffee
2023-10-10,food,9385.0,Fixed deposit,Expense,Card,fixed deposit
08/30/2022,travel,5770.0,Train ticket,Expense,Card,train ticket
02/05/2023,travel,7738.0,Train ticket,Expense,unknown,train ticket
26-04-2024,utility,30076.0,Electricity bill,Income,Card,electricity bill
02/21/2022,travel,7881.0,Train ticket,Expense,UPI,train ticket
17-09-2022,food,3711.0,Books,Expense,Cash,books
2024-05-03,health,50616.0,Medicine,Income,Card,medicine
15-12-2023,travel,1741.0,Uber ride,Expense,UPI,uber ride
2023-05-20,food,23748.0,Coffee,Expense,UPI,coffee
11/30/2023,food,4620.0,Books,Expense,Cash,books
05-08-21,food,216.0,Coffee,Expense,Cash,coffee
2022-10-05,health,995.0,Medicine,Expense,UPI,medicine
2022-02-23,rent,5085.0,Monthly rent payment,Expense,UPI,monthly rent payment
04/07/2024,food,553.0,Lunch,Expense,UPI,lunch
06/24/2022,utility,2803.0,Electricity bill,Expense,Card,electricity bill
19-09-23,food,27272.0,Coffee,Income,UPI,coffee
15-07-24,food,7467.0,Grocery shopping,Expense,Cash,grocery shopping
04-01-22,entertainment,66432.0,Movie tickets,Income,Bank Transfer,movie tickets
2022-10-13,food,1547.0,Shopping,Expense,Bank Transfer,shopping
2023-04-14,education,36012.0,Online course,Income,Cash,online course
2021-02-03,food,40149.0,Coffee,Income,Bank Transfer,coffee
04/06/2022,health,45615.0,Doctor consultation,Income,UPI,doctor consultation
28-04-2021,food,7546.0,Shopping,Expense,Cash,shopping
2023-12-05,travel,53078.0,Petrol,Income,UPI,petrol
2024-06-08,health,3840.0,Gym membership,Expense,unknown,gym membership
2024-11-07,food,1120.0,Lunch,Expense,UPI,lunch
25-07-2024,health,4587.0,Doctor consultation,Expense,UPI,doctor consultation
2023-03-25,utility,4986.0,Electricity bill,Expense,UPI,electricity bill
02/09/2021,utility,9229.0,Internet bill,Expense,UPI,internet bill
03/27/2024,rent,28003.0,Monthly rent payment,Income,Bank Transfer,monthly rent payment
2023-08-15,travel,2599.0,Uber ride,Expense,Card,uber ride
04-04-2021,health,9677.0,Medicine,Expense,Card,medicine
2022-07-05,food,4120.0,Coffee,Expense,UPI,coffee
20-02-2023,food,51440.0,Coffee,Income,Bank Transfer,coffee
09-12-2021,utility,2660.0,Electricity bill,Expense,UPI,electricity bill
05/18/2021,food,36576.0,ATM withdrawal,Expense,Card,atm withdrawal
11/11/2022,travel,4682.0,Train ticket,Expense,unknown,train ticket
2022-08-14,food,1350.0,Grocery shopping,Expense,Card,grocery shopping
11/18/2021,entertainment,8578.0,Movie tickets,Expense,UPI,movie tickets
13-06-24,food,75604.0,ATM withdrawal,Income,Bank Transfer,atm withdrawal
12/04/2021,health,145.0,Gym membership,Expense,Card,gym membership
04-03-21,food,8923.0,Restaurant dinner,Expense,Bank Transfer,restaurant dinner
12/10/2024,utility,1035.0,Internet bill,Expense,Bank Transfer,internet bill
07/29/2024,utility,1396.0,Internet bill,Expense,Card,internet bill
2024-03-24,travel,4026.0,Train ticket,Expense,Bank Transfer,train ticket
12/31/2022,food,6492.0,Books,Expense,Card,books
01/23/2023,health,824.0,Doctor consultation,Expense,Card,doctor consultation
2021-03-19,utility,4398.0,Electricity bill,Expense,Bank Transfer,electricity bill
2021-03-06,food,6051.0,Shopping,Expense,UPI,shopping
04/28/2023,travel,4252.0,Petrol,Expense,Cash,petrol
2021-08-01,food,38906.0,Restaurant dinner,Expense,UPI,restaurant dinner
2021-06-09,utility,40318.0,Internet bill,Expense,UPI,internet bill
2022-04-29,food,42162.0,Coffee,Expense,Bank Transfer,coffee
2022-11-05,health,3844.0,Doctor consultation,Expense,Cash,doctor consultation
2024-06-14,food,2575.0,ATM withdrawal,Expense,Bank Transfer,atm withdrawal
2021-03-14,health,2323.0,Gym membership,Expense,Bank Transfer,gym membership
03/31/2021,health,721.0,Gym membership,Expense,Card,gym membership
2024-12-29,health,65957.0,Medicine,Income,Card,medicine
08-11-22,travel,9343.0,Petrol,Expense,UPI,petrol
2022-03-21,food,8063.0,Lunch,Expense,Card,lunch
16-01-21,health,4554.0,Doctor consultation,Expense,unknown,doctor consultation
05/03/2022,food,22324.0,Coffee,Income,Cash,coffee
04/23/2024,food,6436.0,Restaurant dinner,Expense,Cash,restaurant dinner
08/01/2023,education,7751.0,Online course,Expense,Bank Transfer,online course
2024-11-07,utility,7517.0,Electricity bill,Expense,Card,electricity bill
2021-03-04,health,4195.0,Doctor consultation,Expense,Bank Transfer,doctor consultation
12-08-2022,travel,38497.0,Train ticket,Income,Cash,train ticket
2024-11-16,travel,1754.0,Petrol,Expense,Cash,petrol
07-09-2021,food,4297.0,Grocery shopping,Expense,Card,grocery shopping
2024-12-05,utility,7572.0,Electricity bill,Expense,Cash,electricity bill
02/17/2023,food,185.0,Shopping,Expense,UPI,shopping
26-01-2022,food,5075.0,Grocery shopping,Expense,unknown,grocery shopping
2024-09-23,food,999999999.0,Books,Expense,Bank Transfer,books
2021-05-12,travel,4022.0,Train ticket,Expense,Bank Transfer,train ticket
2023-07-03,food,13682.0,Fixed deposit,Expense,Cash,fixed deposit
2023-05-25,health,3658.0,Doctor consultation,Expense,Bank Transfer,doctor consultation
2023-12-06,education,2037.0,Online course,Expense,Bank Transfer,online course
07-07-21,travel,8777.0,Petrol,Expense,Bank Transfer,petrol
2022-07-12,food,77593.0,Grocery shopping,Income,Bank Transfer,grocery shopping
16-09-21,food,6896.0,Coffee,Expense,Cash,coffee
2022-06-03,entertainment,7222.0,Movie tickets,Expense,Cash,movie tickets
2022-11-06,food,999999999.0,EMI payment,Expense,Cash,emi payment
05/17/2021,food,4925.0,Shopping,Expense,UPI,shopping
17-04-21,travel,4164.0,Petrol,Expense,Card,petrol
01/04/2023,utility,1315.0,Electricity bill,Expense,Cash,electricity bill
2024-06-03,travel,9531.0,Uber ride,Expense,Bank Transfer,uber ride
25-11-22,education,7809.0,Online course,Expense,Cash,online course
2023-06-23,travel,5172.0,Uber ride,Expense,Cash,uber ride
2022-03-25,health,6963.0,Gym membership,Expense,Cash,gym membership
30-12-2021,utility,73953.0,Electricity bill,Income,Card,electricity bill
04/08/2022,food,6660.0,Lunch,Expense,UPI,lunch
06/08/2022,utility,1124.0,Internet bill,Expense,UPI,internet bill
16-06-24,food,3156.0,EMI payment,Expense,UPI,emi payment
